circuit D
t	Ve	Vs
2.18902e-007	0.927499	0.0131851
2.19002e-007	0.92983	0.0140794
2.19102e-007	0.932124	0.0149746
2.19202e-007	0.934381	0.015871
2.19302e-007	0.936601	0.0167683
2.19402e-007	0.938784	0.0176665
2.19502e-007	0.94093	0.0185657
2.19602e-007	0.943039	0.0194657
2.19702e-007	0.945111	0.0203665
2.19802e-007	0.947145	0.0212681
2.19902e-007	0.949142	0.0221705
2.20002e-007	0.951102	0.0230735
2.20102e-007	0.953024	0.0239772
2.20202e-007	0.954908	0.0248816
2.20302e-007	0.956755	0.0257865
2.20402e-007	0.958564	0.0266919
2.20502e-007	0.960335	0.0275978
2.20602e-007	0.962068	0.0285042
2.20702e-007	0.963763	0.029411
2.20802e-007	0.96542	0.0303182
2.20902e-007	0.967039	0.0312257
2.21002e-007	0.96862	0.0321335
2.21102e-007	0.970162	0.0330415
2.21202e-007	0.971667	0.0339498
2.21302e-007	0.973133	0.0348582
2.21402e-007	0.97456	0.0357668
2.21502e-007	0.975949	0.0366754
2.21602e-007	0.9773	0.0375841
2.21702e-007	0.978611	0.0384927
2.21802e-007	0.979885	0.0394014
2.21902e-007	0.981119	0.0403099
2.22002e-007	0.982315	0.0412183
2.22102e-007	0.983472	0.0421266
2.22202e-007	0.98459	0.0430347
2.22302e-007	0.98567	0.0439425
2.22402e-007	0.98671	0.04485
2.22502e-007	0.987712	0.0457572
2.22602e-007	0.988674	0.046664
2.22702e-007	0.989598	0.0475704
2.22802e-007	0.990482	0.0484764
2.22902e-007	0.991327	0.0493819
2.23002e-007	0.992133	0.0502868
2.23102e-007	0.9929	0.0511912
2.23202e-007	0.993628	0.0520949
2.23302e-007	0.994317	0.052998
2.23402e-007	0.994966	0.0539004
2.23502e-007	0.995576	0.054802
2.23602e-007	0.996147	0.0557029
2.23702e-007	0.996678	0.0566029
2.23802e-007	0.99717	0.0575021
2.23902e-007	0.997623	0.0584004
2.24002e-007	0.998036	0.0592977
2.24102e-007	0.99841	0.060194
2.24202e-007	0.998745	0.0610893
2.24302e-007	0.99904	0.0619836
2.24402e-007	0.999295	0.0628767
2.24502e-007	0.999511	0.0637687
2.24602e-007	0.999688	0.0646594
2.24702e-007	0.999825	0.065549
2.24802e-007	0.999923	0.0664373
2.24902e-007	0.999981	0.0673242
2.25002e-007	1	0.0682098
2.25102e-007	0.999979	0.069094
2.25202e-007	0.999919	0.0699768
2.25302e-007	0.999819	0.0708581
2.25402e-007	0.99968	0.0717379
2.25502e-007	0.999502	0.0726161
2.25602e-007	0.999284	0.0734928
2.25702e-007	0.999026	0.0743677
2.25802e-007	0.998729	0.075241
2.25902e-007	0.998393	0.0761126
2.26002e-007	0.998017	0.0769825
2.26102e-007	0.997602	0.0778505
2.26202e-007	0.997147	0.0787167
2.26302e-007	0.996653	0.079581
2.26402e-007	0.99612	0.0804434
2.26502e-007	0.995547	0.0813038
2.26602e-007	0.994936	0.0821623
2.26702e-007	0.994284	0.0830187
2.26802e-007	0.993594	0.083873
2.26902e-007	0.992864	0.0847252
2.27002e-007	0.992095	0.0855752
2.27102e-007	0.991287	0.0864231
2.27202e-007	0.99044	0.0872687
2.27302e-007	0.989554	0.088112
2.27402e-007	0.988628	0.088953
2.27502e-007	0.987664	0.0897917
2.27602e-007	0.986661	0.090628
2.27702e-007	0.985618	0.0914618
2.27802e-007	0.984537	0.0922932
2.27902e-007	0.983417	0.0931221
2.28002e-007	0.982258	0.0939484
2.28102e-007	0.98106	0.0947721
2.28202e-007	0.979824	0.0955933
2.28302e-007	0.978549	0.0964117
2.28402e-007	0.977235	0.0972275
2.28502e-007	0.975883	0.0980405
2.28602e-007	0.974492	0.0988507
2.28702e-007	0.973063	0.0996581
2.28802e-007	0.971595	0.100463
2.28902e-007	0.970089	0.101264
2.29002e-007	0.968544	0.102063
2.29102e-007	0.966962	0.102859
2.29202e-007	0.965341	0.103652
2.29303e-007	0.963682	0.104441
2.29403e-007	0.961985	0.105228
2.29503e-007	0.96025	0.106012
2.29603e-007	0.958477	0.106792
2.29703e-007	0.956666	0.107569
2.29803e-007	0.954818	0.108343
2.29903e-007	0.952932	0.109114
2.30003e-007	0.951008	0.109881
2.30103e-007	0.949046	0.110645
2.30203e-007	0.947048	0.111406
2.30303e-007	0.945011	0.112163
2.30403e-007	0.942938	0.112917
2.30503e-007	0.940827	0.113668
2.30603e-007	0.938679	0.114415
2.30703e-007	0.936494	0.115158
2.30803e-007	0.934272	0.115898
2.30903e-007	0.932014	0.116634
2.31003e-007	0.929718	0.117366
2.31103e-007	0.927386	0.118095
2.31203e-007	0.925017	0.11882
2.31303e-007	0.922611	0.119541
2.31403e-007	0.920169	0.120259
2.31503e-007	0.917691	0.120973
2.31603e-007	0.915177	0.121682
2.31703e-007	0.912626	0.122388
2.31803e-007	0.91004	0.12309
2.31903e-007	0.907417	0.123788
2.32003e-007	0.904759	0.124482
2.32103e-007	0.902065	0.125172
2.32203e-007	0.899335	0.125858
2.32303e-007	0.89657	0.12654
2.32403e-007	0.89377	0.127218
2.32503e-007	0.890934	0.127891
2.32603e-007	0.888063	0.128561
2.32703e-007	0.885157	0.129226
2.32803e-007	0.882215	0.129887
2.32903e-007	0.87924	0.130543
2.33003e-007	0.876229	0.131196
2.33103e-007	0.873184	0.131843
2.33203e-007	0.870104	0.132487
2.33303e-007	0.86699	0.133126
2.33403e-007	0.863842	0.133761
2.33503e-007	0.86066	0.134391
2.33603e-007	0.857443	0.135016
2.33703e-007	0.854193	0.135637
2.33803e-007	0.850909	0.136254
2.33903e-007	0.847592	0.136866
2.34003e-007	0.844241	0.137473
2.34103e-007	0.840857	0.138076
2.34203e-007	0.837439	0.138673
2.34303e-007	0.833989	0.139267
2.34403e-007	0.830505	0.139855
2.34503e-007	0.826989	0.140439
2.34603e-007	0.82344	0.141017
2.34703e-007	0.819859	0.141591
2.34803e-007	0.816245	0.14216
2.34903e-007	0.812599	0.142725
2.35003e-007	0.808921	0.143284
2.35103e-007	0.805211	0.143838
2.35203e-007	0.801469	0.144387
2.35303e-007	0.797696	0.144932
2.35403e-007	0.793891	0.145471
2.35503e-007	0.790055	0.146005
2.35603e-007	0.786187	0.146534
2.35703e-007	0.782289	0.147058
2.35803e-007	0.778359	0.147577
2.35903e-007	0.774399	0.148091
2.36003e-007	0.770408	0.148599
2.36103e-007	0.766387	0.149102
2.36203e-007	0.762336	0.1496
2.36303e-007	0.758254	0.150093
2.36403e-007	0.754143	0.15058
2.36503e-007	0.750002	0.151062
2.36603e-007	0.745831	0.151539
2.36703e-007	0.741631	0.15201
2.36803e-007	0.737401	0.152476
2.36903e-007	0.733143	0.152936
2.37003e-007	0.728855	0.153391
2.37103e-007	0.724539	0.153841
2.37203e-007	0.720194	0.154285
2.37303e-007	0.715821	0.154723
2.37403e-007	0.711419	0.155156
2.37503e-007	0.706989	0.155583
2.37603e-007	0.702532	0.156005
2.37703e-007	0.698046	0.156421
2.37803e-007	0.693533	0.156832
2.37903e-007	0.688993	0.157236
2.38003e-007	0.684426	0.157636
2.38103e-007	0.679831	0.158029
2.38203e-007	0.67521	0.158417
2.38303e-007	0.670562	0.158799
2.38403e-007	0.665887	0.159175
2.38503e-007	0.661187	0.159545
2.38603e-007	0.656461	0.159909
2.38703e-007	0.651709	0.160268
2.38803e-007	0.646931	0.160621
2.38903e-007	0.642128	0.160968
2.39003e-007	0.637299	0.161309
2.39103e-007	0.632445	0.161644
2.39203e-007	0.627566	0.161973
2.39303e-007	0.622662	0.162296
2.39403e-007	0.617734	0.162613
2.39503e-007	0.612782	0.162924
2.39603e-007	0.607805	0.16323
2.39703e-007	0.602804	0.163529
2.39802e-007	0.59778	0.163822
2.39902e-007	0.592732	0.164109
2.40002e-007	0.58766	0.16439
2.40102e-007	0.582565	0.164665
2.40202e-007	0.577448	0.164934
2.40302e-007	0.572307	0.165196
2.40402e-007	0.567144	0.165453
2.40502e-007	0.561959	0.165703
2.40602e-007	0.556751	0.165947
2.40702e-007	0.551521	0.166185
2.40802e-007	0.54627	0.166417
2.40902e-007	0.540997	0.166642
2.41002e-007	0.535703	0.166862
2.41102e-007	0.530387	0.167075
2.41202e-007	0.525051	0.167281
2.41302e-007	0.519694	0.167482
2.41402e-007	0.514316	0.167676
2.41502e-007	0.508918	0.167864
2.41602e-007	0.5035	0.168045
2.41702e-007	0.498063	0.16822
2.41802e-007	0.492605	0.168389
2.41902e-007	0.487128	0.168551
2.42002e-007	0.481632	0.168707
2.42102e-007	0.476117	0.168857
2.42202e-007	0.470583	0.169
2.42302e-007	0.46503	0.169137
2.42402e-007	0.459459	0.169267
2.42502e-007	0.45387	0.169391
2.42602e-007	0.448263	0.169509
2.42702e-007	0.442638	0.16962
2.42802e-007	0.436996	0.169724
2.42902e-007	0.431337	0.169822
2.43002e-007	0.425661	0.169914
2.43102e-007	0.419967	0.169999
2.43202e-007	0.414258	0.170077
2.43302e-007	0.408531	0.170149
2.43402e-007	0.402789	0.170215
2.43502e-007	0.397031	0.170274
2.43602e-007	0.391257	0.170326
2.43702e-007	0.385468	0.170372
2.43802e-007	0.379663	0.170411
2.43902e-007	0.373844	0.170444
2.44002e-007	0.36801	0.17047
2.44102e-007	0.362161	0.17049
2.44202e-007	0.356298	0.170502
2.44302e-007	0.350421	0.170509
2.44402e-007	0.34453	0.170509
2.44502e-007	0.338625	0.170502
2.44602e-007	0.332708	0.170488
2.44702e-007	0.326777	0.170468
2.44802e-007	0.320833	0.170441
2.44902e-007	0.314876	0.170408
2.45002e-007	0.308907	0.170368
2.45102e-007	0.302926	0.170321
2.45202e-007	0.296933	0.170268
2.45302e-007	0.290928	0.170208
2.45402e-007	0.284911	0.170141
2.45502e-007	0.278884	0.170068
2.45602e-007	0.272845	0.169988
2.45702e-007	0.266796	0.169901
2.45802e-007	0.260736	0.169808
2.45902e-007	0.254666	0.169708
2.46002e-007	0.248585	0.169601
2.46102e-007	0.242495	0.169488
2.46202e-007	0.236396	0.169368
2.46302e-007	0.230287	0.169241
2.46402e-007	0.224169	0.169108
2.46502e-007	0.218042	0.168968
2.46602e-007	0.211906	0.168821
2.46702e-007	0.205762	0.168668
2.46802e-007	0.19961	0.168508
2.46902e-007	0.193451	0.168341
2.47002e-007	0.187283	0.168168
2.47102e-007	0.181108	0.167988
2.47202e-007	0.174926	0.167801
2.47302e-007	0.168737	0.167608
2.47402e-007	0.162542	0.167408
2.47502e-007	0.15634	0.167201
2.47602e-007	0.150131	0.166987
2.47702e-007	0.143917	0.166767
2.47801e-007	0.137697	0.16654
2.47901e-007	0.131472	0.166307
2.48001e-007	0.125242	0.166067
2.48101e-007	0.119006	0.16582
2.48201e-007	0.112766	0.165567
2.48301e-007	0.106522	0.165307
2.48401e-007	0.100273	0.16504
2.48501e-007	0.0940204	0.164767
2.48601e-007	0.087764	0.164487
2.48701e-007	0.0815042	0.1642
2.48801e-007	0.0752411	0.163907
2.48901e-007	0.0689751	0.163607
2.49001e-007	0.0627063	0.163301
2.49101e-007	0.0564351	0.162988
2.49201e-007	0.0501616	0.162668
2.49301e-007	0.0438862	0.162342
2.49401e-007	0.037609	0.162009
2.49501e-007	0.0313303	0.161669
2.49601e-007	0.0250504	0.161324
2.49701e-007	0.0187695	0.160971
2.49801e-007	0.0124879	0.160612
2.49901e-007	0.0062058	0.160246
2.50001e-007	-7.65657e-005	0.159874
2.50101e-007	-0.00635893	0.159496
2.50201e-007	-0.012641	0.15911
2.50301e-007	-0.0189226	0.158719
2.50401e-007	-0.0252035	0.15832
2.50501e-007	-0.0314834	0.157916
2.50601e-007	-0.037762	0.157505
2.50701e-007	-0.0440391	0.157087
2.50801e-007	-0.0503145	0.156663
2.50901e-007	-0.056588	0.156232
2.51001e-007	-0.0628591	0.155795
2.51101e-007	-0.0691278	0.155352
2.51201e-007	-0.0753938	0.154902
2.51301e-007	-0.0816568	0.154446
2.51401e-007	-0.0879166	0.153983
2.51501e-007	-0.0941729	0.153514
2.51601e-007	-0.100425	0.153039
2.51701e-007	-0.106674	0.152557
2.51801e-007	-0.112918	0.152069
2.51901e-007	-0.119158	0.151575
2.52001e-007	-0.125394	0.151074
2.52101e-007	-0.131624	0.150567
2.52201e-007	-0.137849	0.150054
2.52301e-007	-0.144069	0.149535
2.52401e-007	-0.150283	0.149009
2.52501e-007	-0.156491	0.148477
2.52601e-007	-0.162693	0.147939
2.52701e-007	-0.168888	0.147394
2.52801e-007	-0.175077	0.146844
2.52901e-007	-0.181259	0.146287
2.53001e-007	-0.187434	0.145724
2.53101e-007	-0.193601	0.145155
2.53201e-007	-0.199761	0.14458
2.53301e-007	-0.205912	0.143999
2.53401e-007	-0.212056	0.143411
2.53501e-007	-0.218191	0.142818
2.53601e-007	-0.224318	0.142219
2.53701e-007	-0.230436	0.141613
2.53801e-007	-0.236545	0.141002
2.53901e-007	-0.242644	0.140384
2.54001e-007	-0.248734	0.139761
2.54101e-007	-0.254814	0.139131
2.54201e-007	-0.260884	0.138496
2.54301e-007	-0.266943	0.137854
2.54401e-007	-0.272993	0.137207
2.54501e-007	-0.279031	0.136554
2.54601e-007	-0.285058	0.135895
2.54701e-007	-0.291074	0.13523
2.54801e-007	-0.297079	0.13456
2.54901e-007	-0.303072	0.133883
2.55001e-007	-0.309053	0.133201
2.55101e-007	-0.315021	0.132513
2.55201e-007	-0.320978	0.13182
2.55301e-007	-0.326921	0.13112
2.55401e-007	-0.332852	0.130415
2.55501e-007	-0.33877	0.129704
2.55601e-007	-0.344674	0.128988
2.55701e-007	-0.350564	0.128266
2.55801e-007	-0.356441	0.127539
2.559e-007	-0.362304	0.126805
2.56e-007	-0.368152	0.126067
2.561e-007	-0.373986	0.125323
2.562e-007	-0.379805	0.124573
2.563e-007	-0.385609	0.123818
2.564e-007	-0.391398	0.123057
2.565e-007	-0.397172	0.122291
2.566e-007	-0.402929	0.121519
2.567e-007	-0.408671	0.120742
2.568e-007	-0.414397	0.11996
2.569e-007	-0.420106	0.119173
2.57e-007	-0.425799	0.11838
2.571e-007	-0.431475	0.117582
2.572e-007	-0.437134	0.116778
2.573e-007	-0.442776	0.11597
2.574e-007	-0.4484	0.115156
2.575e-007	-0.454007	0.114337
2.576e-007	-0.459595	0.113513
2.577e-007	-0.465166	0.112684
2.578e-007	-0.470718	0.11185
2.579e-007	-0.476251	0.11101
2.58e-007	-0.481766	0.110166
2.581e-007	-0.487262	0.109316
2.582e-007	-0.492738	0.108462
2.583e-007	-0.498195	0.107603
2.584e-007	-0.503633	0.106739
2.585e-007	-0.50905	0.105869
2.586e-007	-0.514448	0.104996
2.587e-007	-0.519825	0.104117
2.588e-007	-0.525181	0.103233
2.589e-007	-0.530517	0.102345
2.59e-007	-0.535832	0.101452
2.591e-007	-0.541126	0.100554
2.592e-007	-0.546398	0.0996515
2.593e-007	-0.551649	0.0987444
2.594e-007	-0.556878	0.0978326
2.595e-007	-0.562085	0.0969163
2.596e-007	-0.56727	0.0959955
2.597e-007	-0.572433	0.0950701
2.598e-007	-0.577573	0.0941402
2.599e-007	-0.58269	0.0932058
2.6e-007	-0.587784	0.0922671
2.601e-007	-0.592855	0.0913239
2.602e-007	-0.597903	0.0903764
2.603e-007	-0.602926	0.0894246
2.604e-007	-0.607927	0.0884684
2.605e-007	-0.612903	0.087508
2.606e-007	-0.617855	0.0865434
2.607e-007	-0.622782	0.0855745
2.608e-007	-0.627685	0.0846015
2.609e-007	-0.632564	0.0836244
2.61e-007	-0.637417	0.0826432
2.611e-007	-0.642245	0.0816579
2.612e-007	-0.647048	0.0806686
2.613e-007	-0.651825	0.0796752
2.614e-007	-0.656576	0.078678
2.615e-007	-0.661302	0.0776768
2.616e-007	-0.666001	0.0766717
2.617e-007	-0.670675	0.0756628
2.618e-007	-0.675321	0.07465
2.619e-007	-0.679941	0.0736335
2.62e-007	-0.684535	0.0726132
2.621e-007	-0.689101	0.0715892
2.622e-007	-0.69364	0.0705615
2.623e-007	-0.698151	0.0695302
2.624e-007	-0.702636	0.0684952
2.625e-007	-0.707092	0.0674567
2.626e-007	-0.71152	0.0664147
2.627e-007	-0.715921	0.0653692
2.628e-007	-0.720293	0.0643202
2.629e-007	-0.724636	0.0632678
2.63e-007	-0.728952	0.062212
2.631e-007	-0.733238	0.0611528
2.632e-007	-0.737495	0.0600904
2.633e-007	-0.741723	0.0590247
2.634e-007	-0.745922	0.0579557
2.635e-007	-0.750092	0.0568835
2.636e-007	-0.754232	0.0558082
2.637e-007	-0.758342	0.0547298
2.638e-007	-0.762422	0.0536482
2.63899e-007	-0.766472	0.0525637
2.63999e-007	-0.770492	0.0514761
2.64099e-007	-0.774482	0.0503855
2.64199e-007	-0.778441	0.049292
2.64299e-007	-0.782369	0.0481957
2.64399e-007	-0.786266	0.0470964
2.64499e-007	-0.790133	0.0459944
2.64599e-007	-0.793968	0.0448896
2.64699e-007	-0.797771	0.0437821
2.64799e-007	-0.801544	0.0426718
2.64899e-007	-0.805284	0.0415589
2.64999e-007	-0.808993	0.0404434
2.65099e-007	-0.81267	0.0393253
2.65199e-007	-0.816315	0.0382047
2.65299e-007	-0.819928	0.0370816
2.65399e-007	-0.823508	0.035956
2.65499e-007	-0.827056	0.034828
2.65599e-007	-0.830571	0.0336976
2.65699e-007	-0.834053	0.0325649
2.65799e-007	-0.837502	0.0314299
2.65899e-007	-0.840919	0.0302927
2.65999e-007	-0.844302	0.0291532
2.66099e-007	-0.847652	0.0280116
2.66199e-007	-0.850968	0.0268678
2.66299e-007	-0.854251	0.0257219
2.66399e-007	-0.8575	0.024574
2.66499e-007	-0.860715	0.0234241
2.66599e-007	-0.863897	0.0222722
2.66699e-007	-0.867044	0.0211184
2.66799e-007	-0.870157	0.0199627
2.66899e-007	-0.873235	0.0188052
2.66999e-007	-0.87628	0.0176458
2.67099e-007	-0.879289	0.0164847
2.67199e-007	-0.882264	0.0153219
2.67299e-007	-0.885204	0.0141574
2.67399e-007	-0.888109	0.0129913
2.67499e-007	-0.890979	0.0118236
2.67599e-007	-0.893814	0.0106543
2.67699e-007	-0.896614	0.00948358
2.67799e-007	-0.899378	0.00831135
2.67899e-007	-0.902107	0.0071377
2.67999e-007	-0.9048	0.00596267
2.68099e-007	-0.907457	0.00478631
2.68199e-007	-0.910079	0.00360865
2.68299e-007	-0.912664	0.00242974
2.68399e-007	-0.915214	0.00124962
2.68499e-007	-0.917728	6.83424e-005
2.68599e-007	-0.920205	-0.00111406
2.68699e-007	-0.922646	-0.00229755
2.68799e-007	-0.925051	-0.00348207
2.68899e-007	-0.927419	-0.00466758
2.68999e-007	-0.92975	-0.00585405
2.69099e-007	-0.932045	-0.00704142
2.69199e-007	-0.934303	-0.00822966
2.69299e-007	-0.936524	-0.00941872
2.69399e-007	-0.938708	-0.0106086
2.69499e-007	-0.940855	-0.0117991
2.69599e-007	-0.942965	-0.0129904
2.69699e-007	-0.945038	-0.0141823
2.69799e-007	-0.947073	-0.0153748
2.69899e-007	-0.949071	-0.0165679
2.69999e-007	-0.951032	-0.0177615
2.70099e-007	-0.952955	-0.0189555
2.70199e-007	-0.95484	-0.02015
2.70299e-007	-0.956688	-0.0213449
2.70399e-007	-0.958498	-0.0225401
2.70499e-007	-0.96027	-0.0237356
2.70599e-007	-0.962005	-0.0249314
2.70699e-007	-0.963701	-0.0261274
2.70799e-007	-0.965359	-0.0273236
2.70899e-007	-0.966979	-0.0285198
2.70999e-007	-0.968561	-0.0297162
2.71099e-007	-0.970105	-0.0309126
2.71199e-007	-0.971611	-0.032109
2.71299e-007	-0.973078	-0.0333053
2.71399e-007	-0.974507	-0.0345016
2.71499e-007	-0.975897	-0.0356977
2.71599e-007	-0.977249	-0.0368936
2.71699e-007	-0.978562	-0.0380893
2.71799e-007	-0.979836	-0.0392847
2.71899e-007	-0.981072	-0.0404798
2.71998e-007	-0.982269	-0.0416745
2.72098e-007	-0.983428	-0.0428689
2.72198e-007	-0.984547	-0.0440628
2.72298e-007	-0.985628	-0.0452562
2.72398e-007	-0.98667	-0.0464491
2.72498e-007	-0.987673	-0.0476414
2.72598e-007	-0.988637	-0.048833
2.72698e-007	-0.989562	-0.050024
2.72798e-007	-0.990447	-0.0512143
2.72898e-007	-0.991294	-0.0524039
2.72998e-007	-0.992102	-0.0535926
2.73098e-007	-0.99287	-0.0547805
2.73198e-007	-0.993599	-0.0559675
2.73298e-007	-0.99429	-0.0571536
2.73398e-007	-0.99494	-0.0583387
2.73498e-007	-0.995552	-0.0595228
2.73598e-007	-0.996124	-0.0607059
2.73698e-007	-0.996657	-0.0618878
2.73798e-007	-0.997151	-0.0630686
2.73898e-007	-0.997605	-0.0642482
2.73998e-007	-0.99802	-0.0654266
2.74098e-007	-0.998395	-0.0666036
2.74198e-007	-0.998731	-0.0677794
2.74298e-007	-0.999028	-0.0689538
2.74398e-007	-0.999285	-0.0701268
2.74498e-007	-0.999503	-0.0712983
2.74598e-007	-0.999681	-0.0724684
2.74698e-007	-0.99982	-0.0736369
2.74798e-007	-0.99992	-0.0748038
2.74898e-007	-0.999979	-0.0759691
2.74998e-007	-1	-0.0771327
2.75098e-007	-0.999981	-0.0782946
2.75198e-007	-0.999923	-0.0794547
2.75298e-007	-0.999825	-0.0806131
2.75398e-007	-0.999687	-0.0817696
2.75498e-007	-0.99951	-0.0829243
2.75598e-007	-0.999294	-0.084077
2.75698e-007	-0.999038	-0.0852277
2.75798e-007	-0.998743	-0.0863764
2.75898e-007	-0.998409	-0.0875231
2.75998e-007	-0.998035	-0.0886676
2.76098e-007	-0.997621	-0.0898101
2.76198e-007	-0.997169	-0.0909503
2.76298e-007	-0.996676	-0.0920883
2.76398e-007	-0.996145	-0.0932241
2.76498e-007	-0.995574	-0.0943575
2.76598e-007	-0.994964	-0.0954886
2.76698e-007	-0.994315	-0.0966173
2.76798e-007	-0.993626	-0.0977436
2.76898e-007	-0.992898	-0.0988674
2.76998e-007	-0.992132	-0.0999886
2.77098e-007	-0.991325	-0.101107
2.77198e-007	-0.99048	-0.102223
2.77298e-007	-0.989596	-0.103337
2.77398e-007	-0.988672	-0.104448
2.77498e-007	-0.98771	-0.105556
2.77598e-007	-0.986709	-0.106661
2.77698e-007	-0.985668	-0.107763
2.77798e-007	-0.984589	-0.108863
2.77898e-007	-0.983471	-0.10996
2.77998e-007	-0.982314	-0.111053
2.78098e-007	-0.981118	-0.112144
2.78198e-007	-0.979884	-0.113232
2.78298e-007	-0.978611	-0.114317
2.78398e-007	-0.977299	-0.115398
2.78498e-007	-0.975949	-0.116477
2.78598e-007	-0.97456	-0.117552
2.78698e-007	-0.973132	-0.118624
2.78798e-007	-0.971667	-0.119693
2.78898e-007	-0.970163	-0.120759
2.78998e-007	-0.96862	-0.121821
2.79098e-007	-0.96704	-0.12288
2.79198e-007	-0.965421	-0.123935
2.79298e-007	-0.963764	-0.124987
2.79398e-007	-0.962069	-0.126036
2.79498e-007	-0.960337	-0.127081
2.79598e-007	-0.958566	-0.128122
2.79698e-007	-0.956757	-0.12916
2.79798e-007	-0.954911	-0.130194
2.79898e-007	-0.953027	-0.131224
2.79997e-007	-0.951105	-0.132251
2.80097e-007	-0.949146	-0.133274
2.80197e-007	-0.947149	-0.134293
2.80297e-007	-0.945115	-0.135308
2.80397e-007	-0.943044	-0.136319
2.80497e-007	-0.940935	-0.137327
2.80597e-007	-0.93879	-0.13833
2.80697e-007	-0.936607	-0.13933
2.80797e-007	-0.934387	-0.140325
2.80897e-007	-0.932131	-0.141317
2.80997e-007	-0.929837	-0.142304
2.81097e-007	-0.927507	-0.143287
2.81197e-007	-0.925141	-0.144266
2.81297e-007	-0.922737	-0.145241
2.81397e-007	-0.920298	-0.146211
2.81497e-007	-0.917822	-0.147177
2.81597e-007	-0.91531	-0.148139
2.81697e-007	-0.912761	-0.149097
2.81797e-007	-0.910177	-0.15005
2.81897e-007	-0.907557	-0.150998
2.81997e-007	-0.904901	-0.151943
2.82097e-007	-0.902209	-0.152882
2.82197e-007	-0.899482	-0.153817
2.82297e-007	-0.896719	-0.154748
2.82397e-007	-0.893921	-0.155674
2.82497e-007	-0.891087	-0.156595
2.82597e-007	-0.888218	-0.157512
2.82697e-007	-0.885314	-0.158423
2.82797e-007	-0.882376	-0.159331
2.82897e-007	-0.879402	-0.160233
2.82997e-007	-0.876394	-0.16113
2.83097e-007	-0.873351	-0.162023
2.83197e-007	-0.870274	-0.162911
2.83297e-007	-0.867162	-0.163794
2.83397e-007	-0.864016	-0.164671
2.83497e-007	-0.860836	-0.165544
2.83597e-007	-0.857622	-0.166412
2.83697e-007	-0.854374	-0.167275
2.83797e-007	-0.851093	-0.168133
2.83897e-007	-0.847778	-0.168985
2.83997e-007	-0.844429	-0.169833
2.84097e-007	-0.841047	-0.170675
2.84197e-007	-0.837632	-0.171512
2.84297e-007	-0.834184	-0.172344
2.84397e-007	-0.830703	-0.17317
2.84497e-007	-0.827189	-0.173991
2.84597e-007	-0.823642	-0.174807
2.84697e-007	-0.820063	-0.175618
2.84797e-007	-0.816452	-0.176423
2.84897e-007	-0.812808	-0.177222
2.84997e-007	-0.809133	-0.178016
2.85097e-007	-0.805425	-0.178805
2.85197e-007	-0.801686	-0.179588
2.85297e-007	-0.797914	-0.180366
2.85397e-007	-0.794112	-0.181138
2.85497e-007	-0.790278	-0.181904
2.85597e-007	-0.786413	-0.182665
2.85697e-007	-0.782517	-0.18342
2.85797e-007	-0.77859	-0.184169
2.85897e-007	-0.774632	-0.184913
2.85997e-007	-0.770644	-0.185651
2.86097e-007	-0.766625	-0.186383
2.86197e-007	-0.762576	-0.187109
2.86297e-007	-0.758497	-0.18783
2.86397e-007	-0.754388	-0.188544
2.86497e-007	-0.750249	-0.189253
2.86597e-007	-0.74608	-0.189956
2.86697e-007	-0.741883	-0.190652
2.86797e-007	-0.737655	-0.191343
2.86897e-007	-0.733399	-0.192028
2.86997e-007	-0.729114	-0.192707
2.87097e-007	-0.7248	-0.19338
2.87197e-007	-0.720457	-0.194046
2.87297e-007	-0.716086	-0.194707
2.87397e-007	-0.711687	-0.195361
2.87497e-007	-0.70726	-0.196009
2.87597e-007	-0.702804	-0.196651
2.87697e-007	-0.698321	-0.197287
2.87797e-007	-0.693811	-0.197917
2.87897e-007	-0.689273	-0.19854
2.87996e-007	-0.684708	-0.199157
2.88096e-007	-0.680115	-0.199768
2.88196e-007	-0.675496	-0.200373
2.88296e-007	-0.670851	-0.200971
2.88396e-007	-0.666178	-0.201562
2.88496e-007	-0.66148	-0.202148
2.88596e-007	-0.656755	-0.202727
2.88696e-007	-0.652005	-0.203299
2.88796e-007	-0.647229	-0.203865
2.88896e-007	-0.642427	-0.204425
2.88996e-007	-0.6376	-0.204978
2.89096e-007	-0.632747	-0.205524
2.89196e-007	-0.62787	-0.206064
2.89296e-007	-0.622968	-0.206598
2.89396e-007	-0.618041	-0.207124
2.89496e-007	-0.61309	-0.207645
2.89596e-007	-0.608115	-0.208158
2.89696e-007	-0.603116	-0.208665
2.89796e-007	-0.598093	-0.209165
2.89896e-007	-0.593046	-0.209659
2.89996e-007	-0.587976	-0.210146
2.90096e-007	-0.582883	-0.210626
2.90196e-007	-0.577766	-0.211099
2.90296e-007	-0.572627	-0.211566
2.90396e-007	-0.567466	-0.212026
2.90496e-007	-0.562282	-0.212479
2.90596e-007	-0.557075	-0.212925
2.90696e-007	-0.551847	-0.213364
2.90796e-007	-0.546597	-0.213797
2.90896e-007	-0.541325	-0.214222
2.90996e-007	-0.536032	-0.214641
2.91096e-007	-0.530718	-0.215053
2.91196e-007	-0.525383	-0.215458
2.91296e-007	-0.520027	-0.215856
2.91396e-007	-0.514651	-0.216247
2.91496e-007	-0.509254	-0.216631
2.91596e-007	-0.503838	-0.217008
2.91696e-007	-0.498401	-0.217379
2.91796e-007	-0.492945	-0.217742
