circuit D
t	Ve	Vs
7.51998e-008	-0.999921	-0.141109
7.52998e-008	-0.999823	-0.142363
7.53998e-008	-0.999685	-0.143614
7.54998e-008	-0.999507	-0.144863
7.55998e-008	-0.99929	-0.146108
7.56998e-008	-0.999034	-0.147352
7.57998e-008	-0.998738	-0.148592
7.58998e-008	-0.998402	-0.14983
7.59998e-008	-0.998028	-0.151065
7.60998e-008	-0.997614	-0.152297
7.61998e-008	-0.99716	-0.153527
7.62998e-008	-0.996667	-0.154753
7.63998e-008	-0.996135	-0.155977
7.64998e-008	-0.995563	-0.157197
7.65998e-008	-0.994952	-0.158414
7.66998e-008	-0.994302	-0.159629
7.67998e-008	-0.993613	-0.16084
7.68998e-008	-0.992884	-0.162048
7.69998e-008	-0.992116	-0.163252
7.70998e-008	-0.991309	-0.164454
7.71998e-008	-0.990463	-0.165652
7.72998e-008	-0.989578	-0.166847
7.73998e-008	-0.988654	-0.168038
7.74998e-008	-0.98769	-0.169226
7.75998e-008	-0.986688	-0.170411
7.76998e-008	-0.985647	-0.171592
7.77998e-008	-0.984567	-0.172769
7.78998e-008	-0.983447	-0.173943
7.79998e-008	-0.98229	-0.175113
7.80998e-008	-0.981093	-0.17628
7.81998e-008	-0.979858	-0.177443
7.82998e-008	-0.978583	-0.178602
7.83998e-008	-0.977271	-0.179757
7.84998e-008	-0.975919	-0.180908
7.85998e-008	-0.97453	-0.182056
7.86998e-008	-0.973101	-0.183199
7.87998e-008	-0.971635	-0.184339
7.88998e-008	-0.970129	-0.185475
7.89998e-008	-0.968586	-0.186606
7.90998e-008	-0.967004	-0.187734
7.91998e-008	-0.965385	-0.188857
7.92998e-008	-0.963727	-0.189976
7.93998e-008	-0.962031	-0.191091
7.94998e-008	-0.960297	-0.192202
7.95998e-008	-0.958525	-0.193309
7.96998e-008	-0.956715	-0.194411
7.97998e-008	-0.954868	-0.195508
7.98998e-008	-0.952982	-0.196602
7.99998e-008	-0.95106	-0.197691
8.00998e-008	-0.949099	-0.198775
8.01998e-008	-0.947102	-0.199855
8.02998e-008	-0.945066	-0.200931
8.03998e-008	-0.942994	-0.202002
8.04998e-008	-0.940884	-0.203068
8.05998e-008	-0.938737	-0.204129
8.06998e-008	-0.936553	-0.205186
8.07999e-008	-0.934332	-0.206238
8.08999e-008	-0.932074	-0.207286
8.09999e-008	-0.92978	-0.208328
8.10999e-008	-0.927449	-0.209366
8.11999e-008	-0.925081	-0.210398
8.12999e-008	-0.922676	-0.211426
8.13999e-008	-0.920235	-0.212449
8.14999e-008	-0.917758	-0.213467
8.15999e-008	-0.915245	-0.21448
8.16999e-008	-0.912695	-0.215488
8.17999e-008	-0.910109	-0.21649
8.18999e-008	-0.907488	-0.217488
8.19999e-008	-0.904831	-0.21848
8.20999e-008	-0.902137	-0.219467
8.21999e-008	-0.899409	-0.220449
8.22999e-008	-0.896644	-0.221425
8.23999e-008	-0.893845	-0.222397
8.24999e-008	-0.89101	-0.223363
8.25999e-008	-0.88814	-0.224323
8.26999e-008	-0.885235	-0.225278
8.27999e-008	-0.882295	-0.226228
8.28999e-008	-0.87932	-0.227172
8.29999e-008	-0.87631	-0.22811
8.30999e-008	-0.873266	-0.229043
8.31999e-008	-0.870187	-0.229971
8.32999e-008	-0.867074	-0.230893
8.33999e-008	-0.863927	-0.231809
8.34999e-008	-0.860745	-0.232719
8.35999e-008	-0.85753	-0.233624
8.36999e-008	-0.854281	-0.234523
8.37999e-008	-0.850998	-0.235416
8.38999e-008	-0.847681	-0.236303
8.39999e-008	-0.844331	-0.237185
8.40999e-008	-0.840948	-0.23806
8.41999e-008	-0.837531	-0.23893
8.42999e-008	-0.834081	-0.239794
8.43999e-008	-0.830599	-0.240651
8.44999e-008	-0.827084	-0.241503
8.45999e-008	-0.823536	-0.242349
8.46999e-008	-0.819955	-0.243188
8.47999e-008	-0.816342	-0.244022
8.48999e-008	-0.812697	-0.244849
8.49999e-008	-0.80902	-0.24567
8.50999e-008	-0.805311	-0.246485
8.51999e-008	-0.80157	-0.247294
8.52999e-008	-0.797797	-0.248097
8.53999e-008	-0.793993	-0.248893
8.54999e-008	-0.790158	-0.249683
8.55999e-008	-0.786291	-0.250466
8.56999e-008	-0.782393	-0.251243
8.57999e-008	-0.778465	-0.252014
8.58999e-008	-0.774505	-0.252778
8.59999e-008	-0.770516	-0.253536
8.60999e-008	-0.766495	-0.254288
8.61999e-008	-0.762445	-0.255033
8.62999e-008	-0.758364	-0.255771
8.64e-008	-0.754253	-0.256503
8.65e-008	-0.750113	-0.257228
8.66e-008	-0.745943	-0.257947
8.67e-008	-0.741744	-0.258658
8.68e-008	-0.737515	-0.259364
8.69e-008	-0.733257	-0.260062
8.7e-008	-0.72897	-0.260754
8.71e-008	-0.724655	-0.261439
8.72e-008	-0.720311	-0.262117
8.73e-008	-0.715938	-0.262789
8.74e-008	-0.711537	-0.263454
8.75e-008	-0.707108	-0.264111
8.76e-008	-0.702651	-0.264762
8.77e-008	-0.698167	-0.265407
8.78e-008	-0.693654	-0.266044
8.79e-008	-0.689115	-0.266674
8.8e-008	-0.684548	-0.267297
8.81e-008	-0.679954	-0.267913
8.82e-008	-0.675334	-0.268523
8.83e-008	-0.670686	-0.269125
8.84e-008	-0.666013	-0.26972
8.85e-008	-0.661312	-0.270308
8.86e-008	-0.656586	-0.270889
8.87e-008	-0.651834	-0.271463
8.88e-008	-0.647056	-0.272029
8.89e-008	-0.642253	-0.272589
8.9e-008	-0.637424	-0.273141
8.91e-008	-0.63257	-0.273686
8.92e-008	-0.627691	-0.274224
8.93e-008	-0.622788	-0.274755
8.94e-008	-0.617859	-0.275278
8.95e-008	-0.612907	-0.275794
8.96e-008	-0.60793	-0.276303
8.97e-008	-0.602929	-0.276804
8.98e-008	-0.597905	-0.277298
8.99e-008	-0.592856	-0.277785
9e-008	-0.587785	-0.278264
9.01e-008	-0.58269	-0.278736
9.02e-008	-0.577572	-0.279201
9.03e-008	-0.572431	-0.279658
9.04e-008	-0.567268	-0.280107
9.05e-008	-0.562082	-0.280549
9.06e-008	-0.556874	-0.280984
9.07e-008	-0.551645	-0.281411
9.08e-008	-0.546393	-0.281831
9.09e-008	-0.54112	-0.282243
9.1e-008	-0.535825	-0.282647
9.11e-008	-0.530509	-0.283044
9.12e-008	-0.525173	-0.283433
9.13e-008	-0.519815	-0.283815
9.14e-008	-0.514437	-0.284189
9.15e-008	-0.509039	-0.284556
9.16e-008	-0.503621	-0.284915
9.17e-008	-0.498183	-0.285266
9.18e-008	-0.492725	-0.285609
9.19e-008	-0.487248	-0.285945
9.20001e-008	-0.481751	-0.286273
9.21001e-008	-0.476235	-0.286594
9.22001e-008	-0.470701	-0.286906
9.23001e-008	-0.465148	-0.287211
9.24001e-008	-0.459577	-0.287508
9.25001e-008	-0.453987	-0.287798
9.26001e-008	-0.44838	-0.28808
9.27001e-008	-0.442755	-0.288353
9.28001e-008	-0.437112	-0.288619
9.29001e-008	-0.431452	-0.288878
9.30001e-008	-0.425775	-0.289128
9.31001e-008	-0.420082	-0.289371
9.32001e-008	-0.414372	-0.289606
9.33001e-008	-0.408645	-0.289833
9.34001e-008	-0.402902	-0.290052
9.35001e-008	-0.397144	-0.290263
9.36001e-008	-0.391369	-0.290466
9.37001e-008	-0.385579	-0.290662
9.38001e-008	-0.379774	-0.290849
9.39001e-008	-0.373954	-0.291029
9.40001e-008	-0.36812	-0.2912
9.41001e-008	-0.36227	-0.291364
9.42001e-008	-0.356407	-0.29152
9.43001e-008	-0.350529	-0.291668
9.44001e-008	-0.344638	-0.291808
9.45001e-008	-0.338732	-0.29194
9.46001e-008	-0.332814	-0.292064
9.47001e-008	-0.326882	-0.292181
9.48001e-008	-0.320938	-0.292289
9.49001e-008	-0.314981	-0.292389
9.50001e-008	-0.309011	-0.292481
9.51001e-008	-0.303029	-0.292566
9.52001e-008	-0.297035	-0.292642
9.53001e-008	-0.29103	-0.29271
9.54001e-008	-0.285013	-0.292771
9.55001e-008	-0.278984	-0.292823
9.56001e-008	-0.272945	-0.292867
9.57001e-008	-0.266895	-0.292904
9.58001e-008	-0.260834	-0.292932
9.59001e-008	-0.254764	-0.292953
9.60001e-008	-0.248683	-0.292965
9.61001e-008	-0.242592	-0.292969
9.62001e-008	-0.236491	-0.292966
9.63001e-008	-0.230382	-0.292954
9.64001e-008	-0.224263	-0.292934
9.65001e-008	-0.218135	-0.292907
9.66001e-008	-0.211999	-0.292871
9.67001e-008	-0.205854	-0.292827
9.68001e-008	-0.199702	-0.292775
9.69001e-008	-0.193541	-0.292716
9.70001e-008	-0.187373	-0.292648
9.71001e-008	-0.181197	-0.292572
9.72001e-008	-0.175014	-0.292488
9.73001e-008	-0.168825	-0.292397
9.74001e-008	-0.162628	-0.292297
9.75001e-008	-0.156425	-0.292189
9.76002e-008	-0.150216	-0.292073
9.77002e-008	-0.144001	-0.29195
9.78002e-008	-0.137781	-0.291818
9.79002e-008	-0.131555	-0.291678
9.80002e-008	-0.125324	-0.29153
9.81002e-008	-0.119087	-0.291374
9.82002e-008	-0.112846	-0.291211
9.83002e-008	-0.106601	-0.291039
9.84002e-008	-0.100352	-0.290859
9.85002e-008	-0.094098	-0.290672
9.86002e-008	-0.0878408	-0.290476
9.87002e-008	-0.0815801	-0.290272
9.88002e-008	-0.0753161	-0.290061
9.89002e-008	-0.0690492	-0.289841
9.90002e-008	-0.0627796	-0.289614
9.91002e-008	-0.0565075	-0.289379
9.92002e-008	-0.0502332	-0.289135
9.93002e-008	-0.0439569	-0.288884
9.94002e-008	-0.0376788	-0.288625
9.95002e-008	-0.0313993	-0.288358
9.96002e-008	-0.0251185	-0.288083
9.97002e-008	-0.0188367	-0.2878
9.98002e-008	-0.0125542	-0.28751
9.99002e-008	-0.0062712	-0.287211
1e-007	1.20541e-005	-0.286905
1.001e-007	0.00629531	-0.28659
1.002e-007	0.0125783	-0.286268
1.003e-007	0.0188608	-0.285938
1.004e-007	0.0251426	-0.285601
1.005e-007	0.0314234	-0.285255
1.006e-007	0.0377029	-0.284902
1.007e-007	0.0439809	-0.28454
1.008e-007	0.0502573	-0.284171
1.009e-007	0.0565316	-0.283795
1.01e-007	0.0628037	-0.28341
1.011e-007	0.0690733	-0.283018
1.012e-007	0.0753402	-0.282618
1.013e-007	0.0816041	-0.28221
1.014e-007	0.0878648	-0.281795
1.015e-007	0.094122	-0.281372
1.016e-007	0.100375	-0.280941
1.017e-007	0.106625	-0.280503
1.018e-007	0.11287	-0.280057
1.019e-007	0.119111	-0.279603
1.02e-007	0.125347	-0.279142
1.021e-007	0.131579	-0.278673
1.022e-007	0.137805	-0.278196
1.023e-007	0.144025	-0.277712
1.024e-007	0.15024	-0.27722
1.025e-007	0.156449	-0.276721
1.026e-007	0.162652	-0.276214
1.027e-007	0.168848	-0.2757
1.028e-007	0.175038	-0.275178
1.029e-007	0.181221	-0.274649
1.03e-007	0.187396	-0.274112
1.031e-007	0.193565	-0.273568
1.032e-007	0.199725	-0.273017
1.033e-007	0.205878	-0.272458
1.034e-007	0.212023	-0.271891
1.035e-007	0.218159	-0.271317
1.036e-007	0.224286	-0.270736
1.037e-007	0.230405	-0.270148
1.038e-007	0.236515	-0.269552
1.039e-007	0.242615	-0.268949
1.04e-007	0.248706	-0.268339
1.041e-007	0.254787	-0.267721
1.042e-007	0.260858	-0.267096
1.043e-007	0.266918	-0.266464
1.044e-007	0.272968	-0.265825
1.045e-007	0.279008	-0.265178
1.046e-007	0.285036	-0.264525
1.047e-007	0.291053	-0.263864
1.048e-007	0.297058	-0.263196
1.049e-007	0.303052	-0.262521
1.05e-007	0.309034	-0.261839
1.051e-007	0.315003	-0.26115
1.052e-007	0.320961	-0.260454
1.053e-007	0.326905	-0.259751
1.054e-007	0.332837	-0.259041
1.055e-007	0.338755	-0.258324
1.056e-007	0.34466	-0.257601
1.057e-007	0.350552	-0.25687
1.058e-007	0.356429	-0.256132
1.059e-007	0.362293	-0.255388
1.06e-007	0.368142	-0.254636
1.061e-007	0.373977	-0.253878
1.062e-007	0.379797	-0.253113
1.063e-007	0.385602	-0.252342
1.064e-007	0.391391	-0.251563
1.065e-007	0.397166	-0.250778
1.066e-007	0.402924	-0.249986
1.067e-007	0.408667	-0.249188
1.068e-007	0.414393	-0.248383
1.069e-007	0.420104	-0.247571
1.07e-007	0.425797	-0.246753
1.071e-007	0.431474	-0.245928
1.072e-007	0.437134	-0.245097
1.073e-007	0.442776	-0.24426
1.074e-007	0.448401	-0.243415
1.075e-007	0.454009	-0.242565
1.076e-007	0.459598	-0.241708
1.077e-007	0.465169	-0.240844
1.078e-007	0.470722	-0.239975
1.079e-007	0.476257	-0.239099
1.08e-007	0.481772	-0.238216
1.081e-007	0.487269	-0.237328
1.082e-007	0.492746	-0.236433
1.083e-007	0.498204	-0.235532
1.084e-007	0.503642	-0.234625
1.085e-007	0.50906	-0.233712
1.086e-007	0.514458	-0.232792
1.087e-007	0.519836	-0.231867
1.088e-007	0.525193	-0.230935
1.089e-007	0.53053	-0.229998
1.09e-007	0.535845	-0.229055
1.091e-007	0.54114	-0.228105
1.092e-007	0.546413	-0.22715
1.093e-007	0.551665	-0.226189
1.094e-007	0.556894	-0.225222
1.095e-007	0.562102	-0.224249
1.096e-007	0.567288	-0.22327
1.097e-007	0.572451	-0.222286
1.098e-007	0.577591	-0.221296
1.099e-007	0.582709	-0.2203
1.1e-007	0.587804	-0.219298
1.101e-007	0.592876	-0.218291
1.102e-007	0.597924	-0.217279
1.103e-007	0.602948	-0.216261
1.104e-007	0.607949	-0.215237
1.105e-007	0.612926	-0.214208
1.106e-007	0.617878	-0.213173
1.107e-007	0.622807	-0.212133
1.108e-007	0.62771	-0.211088
1.109e-007	0.632589	-0.210037
1.11e-007	0.637443	-0.208981
1.111e-007	0.642271	-0.20792
1.112e-007	0.647075	-0.206853
1.113e-007	0.651852	-0.205782
1.114e-007	0.656604	-0.204705
1.115e-007	0.661331	-0.203623
1.116e-007	0.666031	-0.202536
1.117e-007	0.670704	-0.201444
1.118e-007	0.675351	-0.200347
1.119e-007	0.679972	-0.199244
1.12e-007	0.684566	-0.198137
1.121e-007	0.689132	-0.197026
1.122e-007	0.693672	-0.195909
1.123e-007	0.698184	-0.194787
1.124e-007	0.702668	-0.193661
1.125e-007	0.707125	-0.19253
1.126e-007	0.711554	-0.191394
1.127e-007	0.715955	-0.190253
1.128e-007	0.720327	-0.189108
1.129e-007	0.724671	-0.187958
1.13e-007	0.728987	-0.186804
1.131e-007	0.733274	-0.185645
1.132e-007	0.737531	-0.184482
1.133e-007	0.74176	-0.183314
1.134e-007	0.745959	-0.182142
1.135e-007	0.750129	-0.180966
1.136e-007	0.754269	-0.179785
1.137e-007	0.75838	-0.1786
1.138e-007	0.76246	-0.177411
1.139e-007	0.766511	-0.176217
1.14e-007	0.770531	-0.175019
1.141e-007	0.774521	-0.173818
1.142e-007	0.77848	-0.172612
1.143e-007	0.782408	-0.171402
1.144e-007	0.786306	-0.170188
1.145e-007	0.790172	-0.16897
1.146e-007	0.794008	-0.167749
1.147e-007	0.797812	-0.166523
1.148e-007	0.801584	-0.165294
1.149e-007	0.805325	-0.16406
1.15e-007	0.809034	-0.162823
1.151e-007	0.812711	-0.161583
1.152e-007	0.816356	-0.160339
1.153e-007	0.819969	-0.159091
1.154e-007	0.823549	-0.157839
1.155e-007	0.827097	-0.156584
1.156e-007	0.830612	-0.155326
1.157e-007	0.834095	-0.154064
1.158e-007	0.837544	-0.152798
1.159e-007	0.840961	-0.15153
1.16e-007	0.844344	-0.150258
1.161e-007	0.847694	-0.148982
1.162e-007	0.85101	-0.147704
1.163e-007	0.854293	-0.146422
1.164e-007	0.857542	-0.145137
1.165e-007	0.860758	-0.143849
1.166e-007	0.863939	-0.142558
1.167e-007	0.867086	-0.141264
1.168e-007	0.870199	-0.139967
1.169e-007	0.873278	-0.138667
1.17e-007	0.876322	-0.137364
1.171e-007	0.879331	-0.136059
1.172e-007	0.882306	-0.13475
1.17301e-007	0.885246	-0.133439
1.17401e-007	0.888151	-0.132125
1.17501e-007	0.891021	-0.130808
1.17601e-007	0.893856	-0.129489
1.17701e-007	0.896655	-0.128167
1.17801e-007	0.899419	-0.126843
1.17901e-007	0.902148	-0.125516
1.18001e-007	0.904841	-0.124187
1.18101e-007	0.907498	-0.122856
1.18201e-007	0.910119	-0.121522
1.18301e-007	0.912705	-0.120185
1.18401e-007	0.915254	-0.118847
1.18501e-007	0.917768	-0.117506
1.18601e-007	0.920245	-0.116163
1.18701e-007	0.922685	-0.114818
1.18801e-007	0.92509	-0.113471
1.18901e-007	0.927458	-0.112122
1.19001e-007	0.929789	-0.110771
1.19101e-007	0.932083	-0.109418
1.19201e-007	0.934341	-0.108063
1.19301e-007	0.936562	-0.106706
1.19401e-007	0.938745	-0.105348
1.19501e-007	0.940892	-0.103987
1.19601e-007	0.943002	-0.102625
1.19701e-007	0.945074	-0.101262
1.19801e-007	0.947109	-0.0998964
1.19901e-007	0.949107	-0.0985295
1.20001e-007	0.951067	-0.0971611
1.20101e-007	0.95299	-0.0957912
1.20201e-007	0.954875	-0.0944199
1.20301e-007	0.956722	-0.0930472
1.20401e-007	0.958532	-0.0916732
1.20501e-007	0.960303	-0.0902978
1.20601e-007	0.962037	-0.0889213
1.20701e-007	0.963733	-0.0875435
1.20801e-007	0.965391	-0.0861645
1.20901e-007	0.96701	-0.0847845
1.21001e-007	0.968592	-0.0834034
1.21101e-007	0.970135	-0.0820213
1.21201e-007	0.97164	-0.0806382
1.21301e-007	0.973107	-0.0792542
1.21401e-007	0.974535	-0.0778693
1.21501e-007	0.975925	-0.0764836
1.21601e-007	0.977276	-0.0750971
1.21701e-007	0.978588	-0.0737099
1.21801e-007	0.979862	-0.0723219
1.21901e-007	0.981098	-0.0709334
1.22001e-007	0.982294	-0.0695442
1.22101e-007	0.983452	-0.0681545
1.22201e-007	0.984571	-0.0667643
1.22301e-007	0.985651	-0.0653736
1.22401e-007	0.986692	-0.0639826
1.22501e-007	0.987694	-0.0625911
1.22601e-007	0.988657	-0.0611994
1.22701e-007	0.989582	-0.0598074
1.22801e-007	0.990467	-0.0584151
1.22901e-007	0.991313	-0.0570227
1.23001e-007	0.992119	-0.0556301
1.23101e-007	0.992887	-0.0542375
1.23201e-007	0.993616	-0.0528449
1.23301e-007	0.994305	-0.0514522
1.23401e-007	0.994955	-0.0500596
1.23501e-007	0.995566	-0.0486671
1.23601e-007	0.996137	-0.0472748
1.23701e-007	0.996669	-0.0458826
1.23801e-007	0.997162	-0.0444907
1.23901e-007	0.997615	-0.0430991
1.24001e-007	0.998029	-0.0417079
1.24101e-007	0.998404	-0.040317
1.24201e-007	0.998739	-0.0389265
1.24301e-007	0.999035	-0.0375365
1.24401e-007	0.999291	-0.0361471
1.24501e-007	0.999508	-0.0347582
1.24601e-007	0.999685	-0.0333699
1.24701e-007	0.999823	-0.0319823
1.24801e-007	0.999922	-0.0305954
1.24901e-007	0.999981	-0.0292093
1.25001e-007	1	-0.0278239
1.25101e-007	0.99998	-0.0264394
1.25201e-007	0.999921	-0.0250558
1.25301e-007	0.999822	-0.0236731
1.25401e-007	0.999683	-0.0222914
1.25501e-007	0.999505	-0.0209108
1.25601e-007	0.999288	-0.0195312
1.25701e-007	0.999031	-0.0181527
1.25801e-007	0.998735	-0.0167754
1.25901e-007	0.998399	-0.0153993
1.26001e-007	0.998024	-0.0140245
1.26101e-007	0.99761	-0.012651
1.26201e-007	0.997156	-0.0112788
1.26301e-007	0.996663	-0.00990805
1.26401e-007	0.99613	-0.00853871
1.26501e-007	0.995558	-0.00717087
1.26601e-007	0.994947	-0.00580455
1.26701e-007	0.994296	-0.00443981
1.26801e-007	0.993607	-0.00307669
1.26901e-007	0.992878	-0.00171524
1.27001e-007	0.992109	-0.000355498
1.27101e-007	0.991302	0.00100249
1.27201e-007	0.990456	0.00235867
1.27301e-007	0.98957	0.00371301
1.27401e-007	0.988645	0.00506546
1.27501e-007	0.987682	0.00641597
1.27601e-007	0.986679	0.00776451
1.27701e-007	0.985637	0.00911102
1.27801e-007	0.984557	0.0104555
1.27901e-007	0.983437	0.0117978
1.28001e-007	0.982279	0.013138
1.28101e-007	0.981082	0.0144759
1.28201e-007	0.979846	0.0158117
1.28301e-007	0.978572	0.0171451
1.28401e-007	0.977259	0.0184762
1.28501e-007	0.975907	0.019805
1.28601e-007	0.974517	0.0211313
1.28701e-007	0.973088	0.0224551
1.28801e-007	0.971621	0.0237765
1.28901e-007	0.970116	0.0250953
1.29001e-007	0.968572	0.0264115
1.29101e-007	0.96699	0.0277251
1.29201e-007	0.96537	0.029036
1.29301e-007	0.963712	0.0303442
1.29401e-007	0.962015	0.0316496
1.29501e-007	0.960281	0.0329522
1.29601e-007	0.958509	0.034252
1.29701e-007	0.956699	0.0355488
1.29801e-007	0.954851	0.0368428
1.29901e-007	0.952966	0.0381338
1.30001e-007	0.951042	0.0394217
1.30101e-007	0.949082	0.0407066
1.30201e-007	0.947084	0.0419884
1.30301e-007	0.945048	0.0432671
1.30401e-007	0.942975	0.0445425
1.30501e-007	0.940865	0.0458148
1.30601e-007	0.938718	0.0470838
1.30701e-007	0.936534	0.0483495
1.30801e-007	0.934312	0.0496118
1.30901e-007	0.932054	0.0508708
1.31001e-007	0.929759	0.0521263
1.31101e-007	0.927428	0.0533784
1.31201e-007	0.925059	0.0546269
1.31301e-007	0.922655	0.0558719
1.31401e-007	0.920213	0.0571133
1.31501e-007	0.917736	0.0583511
1.31601e-007	0.915222	0.0595852
1.31701e-007	0.912672	0.0608156
1.31801e-007	0.910086	0.0620423
1.31901e-007	0.907464	0.0632652
1.32001e-007	0.904807	0.0644842
1.32101e-007	0.902113	0.0656994
1.32201e-007	0.899384	0.0669107
1.32301e-007	0.89662	0.0681181
1.32401e-007	0.89382	0.0693214
1.32501e-007	0.890985	0.0705208
1.32601e-007	0.888114	0.0717161
1.32701e-007	0.885209	0.0729073
1.32801e-007	0.882268	0.0740944
1.32901e-007	0.879293	0.0752773
1.33001e-007	0.876283	0.076456
1.33101e-007	0.873239	0.0776304
1.33201e-007	0.87016	0.0788006
1.33301e-007	0.867046	0.0799665
1.33401e-007	0.863899	0.081128
1.33501e-007	0.860717	0.0822851
1.33601e-007	0.857501	0.0834378
1.33701e-007	0.854252	0.084586
1.33801e-007	0.850968	0.0857297
1.33901e-007	0.847651	0.0868689
1.34001e-007	0.844301	0.0880035
1.34101e-007	0.840917	0.0891335
1.34201e-007	0.837501	0.0902589
1.34301e-007	0.834051	0.0913796
1.34401e-007	0.830568	0.0924956
1.34501e-007	0.827052	0.0936068
1.34601e-007	0.823504	0.0947133
1.34701e-007	0.819923	0.0958149
1.34801e-007	0.81631	0.0969117
1.34901e-007	0.812664	0.0980036
1.35001e-007	0.808987	0.0990906
1.35101e-007	0.805277	0.100173
1.35201e-007	0.801536	0.10125
1.35301e-007	0.797763	0.102322
1.35401e-007	0.793959	0.103389
1.35501e-007	0.790123	0.104451
1.35601e-007	0.786256	0.105507
1.35701e-007	0.782358	0.106559
1.35801e-007	0.77843	0.107606
1.35901e-007	0.77447	0.108647
1.36001e-007	0.77048	0.109683
1.36101e-007	0.766459	0.110714
1.36201e-007	0.762408	0.111739
1.36301e-007	0.758328	0.112759
1.36401e-007	0.754217	0.113774
1.36501e-007	0.750076	0.114783
1.36601e-007	0.745906	0.115787
1.36701e-007	0.741706	0.116785
1.36801e-007	0.737477	0.117778
1.36901e-007	0.733219	0.118766
1.37001e-007	0.728932	0.119748
1.37101e-007	0.724616	0.120724
1.37201e-007	0.720272	0.121695
1.37301e-007	0.715899	0.12266
1.37401e-007	0.711498	0.123619
1.37501e-007	0.707069	0.124573
1.37601e-007	0.702611	0.125521
1.37701e-007	0.698127	0.126463
1.37801e-007	0.693614	0.127399
1.37901e-007	0.689074	0.12833
1.38001e-007	0.684507	0.129255
1.38101e-007	0.679913	0.130174
1.38201e-007	0.675292	0.131087
1.38301e-007	0.670645	0.131994
1.38401e-007	0.665971	0.132895
1.38501e-007	0.66127	0.13379
1.38601e-007	0.656544	0.13468
1.38701e-007	0.651792	0.135563
1.38801e-007	0.647014	0.13644
1.38901e-007	0.64221	0.137311
1.39001e-007	0.637381	0.138176
1.39101e-007	0.632527	0.139035
1.39201e-007	0.627648	0.139888
1.39301e-007	0.622744	0.140734
1.39401e-007	0.617815	0.141575
1.39501e-007	0.612863	0.142409
1.39601e-007	0.607885	0.143237
1.39701e-007	0.602884	0.144059
1.39801e-007	0.59786	0.144874
1.39901e-007	0.592811	0.145683
1.40001e-007	0.587739	0.146486
1.40101e-007	0.582644	0.147282
1.40201e-007	0.577526	0.148072
1.40301e-007	0.572385	0.148856
1.40401e-007	0.567222	0.149633
1.40501e-007	0.562036	0.150404
1.40601e-007	0.556828	0.151168
1.40701e-007	0.551598	0.151926
1.40801e-007	0.546346	0.152678
1.40901e-007	0.541073	0.153422
1.41001e-007	0.535778	0.154161
1.41101e-007	0.530462	0.154892
1.41201e-007	0.525125	0.155617
1.41301e-007	0.519768	0.156336
1.41401e-007	0.514389	0.157048
1.41501e-007	0.508991	0.157753
1.41601e-007	0.503573	0.158452
1.41701e-007	0.498134	0.159144
1.41801e-007	0.492676	0.159829
1.41901e-007	0.487199	0.160508
1.42001e-007	0.481702	0.161179
1.42101e-007	0.476186	0.161844
1.42201e-007	0.470652	0.162503
1.42301e-007	0.465098	0.163154
1.42401e-007	0.459527	0.163799
1.42501e-007	0.453937	0.164437
1.42601e-007	0.44833	0.165068
1.42701e-007	0.442705	0.165692
1.42801e-007	0.437062	0.16631
1.42901e-007	0.431402	0.16692
1.43001e-007	0.425725	0.167524
1.43101e-007	0.420031	0.16812
1.43201e-007	0.414321	0.16871
1.43301e-007	0.408594	0.169293
1.43401e-007	0.402851	0.169869
1.43501e-007	0.397092	0.170438
1.43601e-007	0.391318	0.171
1.43701e-007	0.385528	0.171555
1.43801e-007	0.379723	0.172103
1.43901e-007	0.373902	0.172644
1.44001e-007	0.368068	0.173178
1.44101e-007	0.362218	0.173705
1.44201e-007	0.356354	0.174225
1.44301e-007	0.350477	0.174738
1.44401e-007	0.344585	0.175243
1.44501e-007	0.33868	0.175742
1.44601e-007	0.332761	0.176234
1.44701e-007	0.326829	0.176718
1.44801e-007	0.320885	0.177196
1.44901e-007	0.314927	0.177666
1.45001e-007	0.308958	0.178129
1.45101e-007	0.302976	0.178585
1.45201e-007	0.296982	0.179034
1.45301e-007	0.290976	0.179476
1.45401e-007	0.284959	0.17991
1.45501e-007	0.278931	0.180338
1.45601e-007	0.272891	0.180758
1.45701e-007	0.266841	0.181171
1.45801e-007	0.26078	0.181577
1.45901e-007	0.254709	0.181975
1.46001e-007	0.248628	0.182367
1.46101e-007	0.242537	0.182751
1.46201e-007	0.236437	0.183128
1.46301e-007	0.230327	0.183498
1.46401e-007	0.224208	0.18386
1.46501e-007	0.218081	0.184215
1.46601e-007	0.211944	0.184563
1.46701e-007	0.2058	0.184904
1.46801e-007	0.199647	0.185238
1.46901e-007	0.193486	0.185564
1.47001e-007	0.187318	0.185883
1.47101e-007	0.181142	0.186195
1.47201e-007	0.174959	0.186499
1.47301e-007	0.168769	0.186797
1.47401e-007	0.162573	0.187087
1.47501e-007	0.15637	0.187369
1.47601e-007	0.150161	0.187645
1.47701e-007	0.143946	0.187913
1.47801e-007	0.137725	0.188174
1.47901e-007	0.131499	0.188427
1.48001e-007	0.125268	0.188674
1.48101e-007	0.119032	0.188913
1.48201e-007	0.112791	0.189144
1.48301e-007	0.106545	0.189369
1.48401e-007	0.100296	0.189586
1.48501e-007	0.0940422	0.189796
1.48601e-007	0.0877849	0.189998
1.48701e-007	0.0815242	0.190194
1.48801e-007	0.0752603	0.190382
